director,director,director,director,director,director,producer,producer,producer,producer,producer,producer,cast,cast,cast,cast,cast,cast,writer,writer,writer,writer,writer,writer,music,music,music,music,music,music,cinematography,cinematography,cinematography,cinematography,cinematography,cinematography,editing,editing,editing,editing,editing,editing,major,time,budget,box_office,profit,title,nom
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100.0,1900000.0,,,Outlaw Blues,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.0,6000000.0,,,The Island of Dr. Moreau,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0,,,,The Hunters,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,,,,Wounded Game,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,250000.0,,,Martin,0
2,1,0,1,1,0,0,0,0,0,0,0,5,4,11,0,1,5,0,0,0,0,0,0,11,0,5,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,122.0,,28000000.0,,Slap Shot,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,,,,The Last Wave,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,,,,Pafnucio Santo,0
0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,1,0,5,0,0,0,0,0,0,5,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,99.0,4500000.0,13600000.0,9100000.0,Fun with Dick and Jane,0
0,4,4,0,1,4,0,0,1,0,0,0,22,24,28,4,8,10,1,1,1,1,1,0,2,1,0,1,0,0,3,5,0,1,3,0,0,3,0,0,0,0,0,176.0,25000000.0,50700000.0,25700000.0,A Bridge Too Far,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,602000.0,15000000.0,14398000.0,Grand Theft Auto,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,,,,Což takhle dát si špenát,0
0,0,0,0,0,0,0,0,0,0,0,0,20,7,26,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,113.0,6000000.0,30000000.0,24000000.0,Airport '77,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.0,5000000.0,815000.0,-4185000.0,Handle with Care,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,,,,Sweeney!,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,1,113.0,3500000.0,20000000.0,16500000.0,Sinbad and the Eye of the Tiger,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,,,,Tomorrow I'll Wake Up and Scald Myself with Tea,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,,,,Roseland,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,106.0,,,,A Special Day,1
0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,,7200000.0,,The Man Who Loved Women,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95.0,,,,The Pack,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Executioners from Shaolin,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0,600000.0,,,The Grateful Dead Movie,0
0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,4,0,3,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,10000000.0,36000000.0,26000000.0,Pete's Dragon,1
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,103.0,,,,Jubilee,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,3,1,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,,,,Telefon,0
0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0,14000000.0,16400000.0,2400000.0,"New York, New York",0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,,,,Full Circle,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,11,2,1,1,0,0,0,0,0,0,5,0,0,2,0,0,0,165.0,9000000.0,24700000.0,15700000.0,The Other Side of Midnight,1
0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,94.0,,2000000.0,,Demon Seed,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101.0,,,,"September 30, 1955",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,1000000.0,17000000.0,16000000.0,Kingdom of the Spiders,0
0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,1600000.0,,,The Mouse and His Child,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89.0,1000000.0,,,Starship Invasions,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,94.0,,,,Which Way Is Up?,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,,,,Invisible Adversaries,0
0,0,0,0,0,0,0,0,0,0,0,0,14,7,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,92.0,,4000000.0,,The Sentinel,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119.0,3500000.0,237100000.0,233600000.0,Saturday Night Fever,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0,,,,"Dharam Veer धरम
 वीर",0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,,7100000.0,,The Kentucky Fried Movie,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0,,9000000.0,,Spider-Man,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0,,,,Tenda dos Milagres,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,,,,Die Konsequenz,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,9,3,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,,,Gulliver's Travels,0
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,90.0,65000.0,,,Desperate Living,0
1,0,1,1,0,0,0,0,0,0,0,0,4,0,6,1,0,1,0,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,105.0,,,,Islands in the Stream,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.0,,,,Hitler: A Film from Germany,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,4000000.0,1350000.0,-2650000.0,Raggedy Ann & Andy: A Musical Adventure,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,,,,A Tale of Sorrow and Sadness,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,,,,La Soufrière,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,,,,Suspiria,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0,,8500000.0,,You Light Up My Life,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,,,,The Dog Who Loved Trains,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.0,,,,One on One,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0,,,,Stroszek,0
0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,900000.0,,,The Duellists,0
0,0,0,0,0,0,0,2,0,0,0,0,8,9,13,1,4,5,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0,0,119.0,,33600000.0,,The Turning Point,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,95.0,,,,"The Devil, Probably",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97.0,,,,ABBA: The Movie,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,,,,Tongpan,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,,,,The War in Space,0
2,0,1,0,0,0,0,0,0,0,0,0,3,4,1,1,1,1,2,0,1,0,0,0,11,1,4,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,121.0,11000000.0,775500000.0,764500000.0,Star Wars,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.0,5000000.0,815000.0,-4185000.0,Handle with Care,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Il prefetto di ferro,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,,,,Backroads,0
0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,11,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,135.0,20000000.0,306100000.0,286100000.0,Close Encounters of the Third Kind,1
0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,,,,Candleshoe,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,,,,Up  Series,0
8,0,7,5,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,,2000000.0,,Audrey Rose,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,,,,Alice or the Last Escapade,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0,,,,Death of a President,0
0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,13500000.0,185400000.0,171900000.0,The Spy Who Loved Me,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3000000.0,,Thunder and Lightning,0
0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,1,0,3,0,0,0,0,0,0,5,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,,,,Cross of Iron,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,119.0,6500000.0,,,The Choirboys,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,,,,The Many Adventures of  Winnie the Pooh,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,108.0,,,,Nenè,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0,,,,Soldier of Orange,0
0,0,0,0,0,0,0,0,0,0,0,0,5,1,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,7500000.0,169000000.0,161500000.0,The Rescuers,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,104.0,,29000000.0,,Herbie Goes to Monte Carlo,0
0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,,,,That Obscure Object of Desire,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,,,,Dinner for Adele,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0,,,,White Bim Black Ear,0
0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,4590000.0,1300000.0,-3290000.0,Mr. Billion,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0,,,,Man of Marble,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.0,,3200000.0,,"Race for Your Life, Charlie Brown",0
6,1,6,1,0,3,1,0,0,1,0,0,1,0,4,0,0,1,6,1,6,1,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,120.0,,,,The Serpent's Egg,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,600000.0,16000000.0,15400000.0,Ruby,0
2,3,1,2,1,0,0,0,0,0,0,0,2,1,5,0,0,3,1,0,0,0,0,0,2,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,104.0,3000000.0,,,Joseph Andrews,0
0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,1,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,101.0,,,,The Greatest,0
0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,124.0,6000000.0,,,A Little Night Music,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,,,,The Lacemaker,0
3,1,4,1,0,2,0,0,0,0,0,0,1,0,5,0,0,1,3,1,4,1,0,2,1,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,136.0,,,,"Another Man, Another Chance",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,,,,Allegro Non Troppo,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0,,,,In the Name of the Pope King,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,,,,The Getting of Wisdom,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96.0,,,,Greased Lightning,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,,37187139.0,,Semi-Tough,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,,,,The Yellow Handkerchief,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0,,,,Padre Padrone,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,,55734818.0,,In Search of Noah's Ark,0
